JURIS_NAME,YEAR,APN,STREET_ADDRESS,UNIT_CAT,TENURE,VLOW_INCOME_DR,VLOW_INCOME_NDR,LOW_INCOME_DR,LOW_INCOME_NDR,MOD_INCOME_DR,MOD_INCOME_NDR,BP_VLOW_INCOME_DR,BP_VLOW_INCOME_NDR,BP_LOW_INCOME_DR,BP_LOW_INCOME_NDR,BP_MOD_INCOME_DR,BP_MOD_INCOME_NDR,CO_VLOW_INCOME_DR,CO_VLOW_INCOME_NDR,CO_LOW_INCOME_DR,CO_LOW_INCOME_NDR,CO_MOD_INCOME_DR,CO_MOD_INCOME_NDR,DR_TYPE,TERM_AFF_DR,DENSITY_BONUS_TOTAL,NOTES
SAN DIEGO,2021,4455212200,4130 LOUISIANA ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DB,55,0,"""columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
EL MONTE,2023,8575-019-030,3643 Tyler Ave,5+,Renter,0,0,0,0,0,0,18,0,35,0,0,0,0,0,0,0,0,0,DB,,35,
LAFAYETTE,2023,241-020-025,110 Woodbury Highlands Pl,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,INC,,0,
LAFAYETTE,2023,233-260-014,3410 Mt Diablo,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,8,
SAN DIEGO,2021,5502210800,3843 NATIONAL AV,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DB,55,0,"""columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN LUIS OBISPO,2020,052-041-084,790 Foothill,5+,Renter,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN LUIS OBISPO,2020,004-705-002,3570 Ranch House,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,55,0,
SAN DIEGO,2021,5331630500,2015 ALBATROSS ST,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4453512400,4384 HAMILTON ST,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4312820100,2341 ULRIC ST,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Property also has 37 new SRO units; Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4530420100,2441 University Avenue,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,3130601000,14453 PENASQUITOS DR,5+,Renter,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4624401700,5230 Adobe Falls Road,5+,Renter,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SANTA MONICA,2020,4282025017,1445  10TH ST,5+,Renter,0,0,0,0,0,0,24,0,15,0,0,0,0,0,0,0,0,0,INC,55,0,
CAPITOLA,2023,034-123-05,4401 Capitola Rd,5+,Renter,25,0,10,0,0,1,25,0,10,0,0,1,0,0,0,0,0,0,INC,,0,
SANTA MONICA,2020,4282025010,1444  11TH ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,INC,,0,
CARLSBAD,2020,2161701400,VIEJO CASTILLA WY,5+,Renter,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
CARLSBAD,2020,2120405600,1205 AVIARA PKWY,5+,Renter,7,0,62,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
LA MESA,2023,4948402500,8875 LA MESA Blvd,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
LA MESA,2023,4946410900,4400 PALM Ave,5+,Renter,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
REDDING,2023,071-270-048,"""1206 OLD ALTURAS RD A Redding",BLDR-2022-00775,2 to 4,Renter,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,DB,The City reviewed the valuation and square footage of the dwelling and weighted against the average home prices/rent for like homes.,0,
BURBANK,2021,N/A,650  S SIXTH ST,5+,Renter,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,DB,55,0,NEW 46 UNIT 3-STORY APARTMENT BUILDING OVER 2 LEVELS OF SUBTERANEAN PARKING GARAGE
MOUNTAIN VIEW,2023,158-01-038,96 W El Camino Real,5+,Renter,40,0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,18,AB 2162
MOUNTAIN VIEW,2023,158-07-019,950 W EL CAMINO REAL,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,42,0,28,0,0,0,DB,0,0,N
SAN DIEGO,2021,4523612400,3634 INDIANA ST,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,5395921100,2915 E Street,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Offsite affordable at 3505"
SAN DIEGO,2021,4456413200,3935 NORMAL ST,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,3130601000,14443 PENASQUITOS DR,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
CHICO,2023,006-100-049-000,2324 ESPLANADE,5+,Renter,37,0,0,0,0,1,37,0,0,0,0,1,0,0,0,0,0,0,DB,55,35,"""16. CDBG-DR"
NEWARK,2021,901-111-19,2086 NewPark Mall Road,5+,Renter,4,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,Private Development
MILPITAS,2021,8636013,355 Sango Ct,5+,Renter,0,0,0,0,0,0,91,0,10,0,0,0,0,0,0,0,0,0,DB,55,36," Development Standards Modification"""
SANTA CRUZ,2019,008-162-19,801 RIVER ST,5+,Renter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,
SANTA CRUZ,2019,004-081-12,190 West Cliff Dr,5+,Owner,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,
LA MESA,2023,4948402500,8875 LA MESA Blvd,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
LA MESA,2023,4948402500,8875 LA MESA Blvd,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
MILPITAS,2021,8636036,308 Sango Ct,5+,Renter,0,0,51,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,27, Development Standards Modification
MOUNTAIN VIEW,2021,148-09-009,2700 W EL CAMINO REAL,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,DB,55,22.5,
TUSTIN,2021,500-141-10 and 500-141-09,13751 and 13841 Red Hill Avenue,5+,Renter,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,20,State Density Bonus and Tustin Voluntary Workforce Housing Ordinance
MOUNTAIN VIEW,2023,147-40-056,111 Lena Way,5+,Renter,0,0,0,0,0,0,0,0,14,0,18,0,0,0,14,0,18,0,INC,1000,0,
LIVERMORE,2021,099 139000600,116 APRICOT ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INC,,0,
SONOMA,2021,128-181-001,1269 Broadway,5+,Renter,7,0,1,0,0,0,7,0,1,0,0,0,7,0,1,0,0,0,DB,,120,
SONOMA,2021,128-181-001,1269 Broadway,5+,Renter,7,0,1,0,0,0,7,0,1,0,0,0,7,0,1,0,0,0,DB,,120,
SAN JOSE,2021,47212086,551 KEYES ST,5+,Renter,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,80,this is an SB 35 amendment to H21-002 to add 21 more units;  deed restriction type is also  SB 35 regulatory agreement.Applied for SCC Measure A funding
LAFAYETTE,2023,241-020-031,95 Woodbury Highlands Pl,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN DIEGO,2021,NULL,5548 RILEY ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DB,55,0,"""columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SUNNYVALE,2023,20550016,1154 SONORA CT,5+,Renter,6,0,22,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,50,Affordability based on the City's rent analysis for recent rental projects. Half of non deed-restricted units have rents affordable to Moderate-income households
LOS ALTOS,2022,16741052,376 1St ST,5+,Owner,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,20,
LOS ALTOS,2022,17004066,5150 EL CAMINO REAL,5+,Renter,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,99,35,
ROCKLIN,2022,017-172-014-000,816 UNIVERSITY AVE,5+,Renter,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,DB,55,23,235 units allowed by zoning. 23% density bonus = +54 units. Concession - Building Height increase without a UP. 55 year term for affordability.
ROCKLIN,2022,017-172-014-000,807 UNIVERSITY AVE,5+,Renter,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,DB,55,23,238 units allowed by zoning. 23% density bonus = +54 units. Concession - Building Height increase without a UP. 55 year term for affordability.
SUNNYVALE,2023,20550014,1170 SONORA CT,5+,Renter,4,0,14,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,51,Affordability based on the City's rent analysis for recent rental projects. Half of non deed-restricted units have rents affordable to Moderate-income households
SANTA MONICA,2020,4291011019,1338 5th Street,5+,Renter,2,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
MILPITAS,2023,2238007,1355 California Cl,5+,Owner,0,0,31,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
MOUNTAIN VIEW,2023,116-14-111,1188 Armand Dr,5+,Renter,75,0,23,0,2,0,75,0,23,0,2,0,0,0,0,0,0,0,DB,1000,96,Extremely Low-Income Units at 30% AMI
CARLSBAD,2020,2163001300,ROMERIA ST,5+,Renter,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SAN DIEGO,2021,3130601000,14413 PENASQUITOS DR,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,5382901800,1932 KEARNY AV,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4463631200,4015 Kansas Street,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4531521000,3066 NORTH PARK WY,5+,Renter,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Project includes visitor accommodation units; Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,3130601000,14483 PENASQUITOS DR,5+,Renter,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4152411000,891 TURQUOISE ST,5+,Renter,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; Entitlement Proeject ID: 653315; columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,5381902200,2187 EVERETT AV,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DB,55,0,"""columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
YUCAIPA,2022,0303-133-04,34384 Yucaaipa Blvd.,5+,Renter,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,DB,55,100,12/32 total Senior Units
OAKLAND,2023,004 006900202,533 KIRKHAM,5+,Renter,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,16.100000000000001,Proposal to construct an eight-story mixed use building containing 289 dwelling units and approximately 2900 square feet of ground floor commercial. The proposal involves a State Density Bonus proposal that would include 13 units designated as very-low inc
SANTA MONICA,2020,4291020016,1437 6th Street,5+,Renter,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SANTA MONICA,2020,4291019018,1437 5th Street,5+,Renter,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SANTA MONICA,2020,4292028001,1133 Ocean Ave,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN DIEGO,2021,4521035600,3732 10TH AV,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,3130600700,14473 PENASQUITOS DR,5+,Renter,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4453611500,2724 EL CAJON BL,5+,Renter,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4413700100,3910 Chapman Street,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4714612400,4020 44TH ST,5+,Renter,0,0,0,0,0,0,0,0,47,0,12,0,0,0,0,0,0,0,DB,55,0,"""County loan (Innovation Housing Trust); columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4456421200,3922 PARK BL,5+,Renter,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4454220300,2629 EL CAJON BL,5+,Renter,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,DB,55,0,"""Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
MOUNTAIN VIEW,2023,154-02-001; 154-02-002; 154-03-019;154-03-020; 154-03-021; 154-03-022,1720 Villa St,5+,Renter,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,INC,1000,0,"""1720 Villa St (PL-2017-354) - all demo units reported on this line; 16 units were renter"
MOUNTAIN VIEW,2023,153-24-005,777 W MIDDLEFIELD RD,5+,Renter,0,0,0,0,0,0,0,0,36,0,108,0,0,0,0,0,0,0,INC,1000,0,
GLENDALE,2022,4/30/37,352 W. Milford St.,5+,Renter,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,DB,55,33.299999999999997,PDBP 1605456; privately funded
SUNNYVALE,2023,21627018,1202 KIFER RD,5+,Renter,1,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,12,Affordability based on the City's rent analysis for recent rental projects. Half of non deed-restricted units have rents affordable to Moderate-income households
CARLSBAD,2020,2032970600,3088  STATE ST  200,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,INC,,0,
LIVERMORE,2021,099 139000700,242 PLUM TREE ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INC,,0,
MORRO BAY,2022,068-323-034,405 Atascadero Road,5+,Renter,26,0,8,0,1,0,26,0,8,0,1,0,0,0,0,0,0,0,DB,55,60,
MORRO BAY,2022,065-386-015,2783 Coral Ave,5+,Owner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
LA MESA,2020,4990306700,4210 Spring St,5+,Renter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,35,
SAN LUIS OBISPO,2020,004-705-002,3510 Ranch House,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,INC,55,0,
SANTA MONICA,2020,4289002006,2120  LINCOLN BLVD,5+,Renter,0,0,0,0,0,0,25,0,12,0,0,0,0,0,0,0,0,0,INC,55,0,
SANTA MONICA,2020,4283001001,800  COLORADO AVE,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,INC,55,0,
MOUNTAIN VIEW,2022,158-07-019,950 W EL CAMINO REAL,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,42,0,28,0,0,0,DB,0,0,N
MERCED,2021,007-350-018,3015 Park Ave,5+,Renter,32,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,50,100,
SUNNYVALE,2019,205-22-032,959  STEWART DR 411,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SUNNYVALE,2019,209-34-019,333 W IOWA AV,5+,Renter,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,DB,55,0,
MENLO PARK,2022,055-242-090,165 Jefferson Drive,5+,Owner,4,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,Project is subject to below market rate housing agreement
SANTA MONICA,2020,4291023002,1514 7th Street,5+,Renter,20,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,Receiver site for 1425 5th and 1543 7th St. Deed restricted 100% affordable
SANTA MONICA,2020,4291010029,1323 5th Street,5+,Renter,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN DIEGO,2021,5332050300,2001 04TH AV,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,DB,55,0,"""columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
MARIN COUNTY,2023,052-112-03,825 Drake Ave,5+,Renter,0,24,0,49,0,0,0,24,0,49,0,0,0,0,0,0,0,0,DB,99,90,LHTF and matching County Housing Trust Regulatory Agreement
GLENDALE,2022,5675030006,913 S ADAMS ST,5+,Renter,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,35,PDBP 1529626 4/14/17; Privately funded
ALAMEDA,2021,74-1373-16-9,2871 TRADEWIND DR,5+,Owner,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,DB,59,20,
ALAMEDA,2021,74-1373-16-7,2831 FIFTH ST,5+,Owner,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,DB,59,20,
ALAMEDA,2021,74-1373-16-8,2830 TRADEWIND DR,5+,Owner,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,DB,59,20,
CARLSBAD,2020,2031011200,2777 ROOSEVELT ST,5+,Owner,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
CARLSBAD,2020,2033204900,1040 CARLSBAD VILLAGE DR,5+,Renter,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,INC,,0,
SAN LUIS OBISPO,2020,004-583-052,3049 Broad,5+,Renter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
SAN DIEGO,2021,4446040400,3968 HAWK ST,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,5313051000,3111 FENELON ST,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
SAN DIEGO,2021,4666920300,5472-5482 El Cajon Boulevard,5+,Renter,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,DB,55,0,"""Privately Financed; Columns AS through AV added by HCD for upload of revised form. \0.0%\\"""" should be considered \\""""N/A\\"""""""""""
LOS ANGELES,2022,5548023105,1352 N ORANGE DR,5+,Renter,3,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,790,
LOS ANGELES,2022,2239006044,13716 W VICTORY BLVD 1-32,5+,Renter,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,DB,55,35,
LOS ANGELES,2022,2241007006,14728 W FRIAR ST 1-12,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,70,
LOS ANGELES,2022,4217007003,4367 S BERRYMAN AVE 1-21,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,55,35,"""No other incentives"
LOS ANGELES,2022,2240013007,14222 W VICTORY BLVD #1-18,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,DB,55,35,"""No other incentives"
LOS ANGELES,2022,5094017005,832 S MARIPOSA AVE,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,DB,55,35,"""No other incentives"
LOS ANGELES,2022,5123020011,505 W 31ST ST #1-73,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,DB,55,35,"""No other incentives"
LOS ANGELES,2022,5459009017,3324 N CHAPMAN ST Units 1-7,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DB,55,35,"""No other incentives"
NEWARK,2021,092A212501002,37660 Timber Street,5+,Renter,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,34,The final affordability levels have not been established.
FULLERTON,2018,033-092-05,336 E Santa Fe Av,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,39,0,15,0,0,0,DB,55,0,"""Other funding includes: LMIAHF"
ALAMEDA,2021,74-1373-16-6,2801 FIFTH ST,5+,Owner,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,DB,59,20,
MOUNTAIN VIEW,2021,160-58-002,400 LOGUE AVE,5+,Renter,8,0,16,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,Demo office for 408 units
ALAMEDA,2021,74-1373-10-19,500 MARTIN MARINER AVE,5+,Owner,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,DB,59,20,
LOS ALTOS,2018,170 02 022,4880 El Camino  Real,5+,Renter,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,DB,55,0,
YUCAIPA,2021,0319-381-12,12710 3rd Street,5+,Renter,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DB,,100,senior housing
YUCAIPA,2021,APN to be assigned,NEC County Line Road and 5th Street,5+,Renter,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,100,senior housing proposal  on surplus land
LIVERMORE,2021,099 005600901,202 PLUM TREE ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INC,,0,
SAN RAFAEL,2022,01114513,1380 Lincoln Avenue,5+,Renter,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,INC,,0,
PACIFICA,2022,022-083-030,801 FASSLER,5+,Owner,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,INC,45,0,reported in prior years & progress updated in 2022 - inspections in progress as of 02/22/2023
YUCAIPA,2021,0319-351-57,12279 3rd Street,5+,Renter,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,100,senior housing
LIVERMORE,2021,098 028902200,2139 RAILROAD AV,5+,Renter,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,Funded through City's affordable housing fund and affordable housing grants
SONOMA,2021,128-181-001,1269 Broadway,5+,Renter,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,DB,55,120,
SONOMA,2021,128-181-001,1269 Broadway,5+,Renter,7,0,1,0,0,0,7,0,1,0,0,0,7,0,1,0,0,0,DB,,120,
SANTA MONICA,2020,4291006006,1238 7th Street,5+,Renter,14,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,Receiver site for 601 Colorado. Deed restricted 100% affordable
SAN JOSE,2021,48420040,2880 Alum Rock Ave,5+,Renter,32,0,33,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
LOS ALTOS,2022,17004051,330 DISTEL CIR,5+,Renter,57,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,99,230,Measure A - Santa Clara County Affordable Housing Bond
SAN FRANCISCO,2018,0744002,807 FRANKLIN ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2018,3702390,1169 MARKET ST,5+,Renter,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2018,4059009,2290 03RD ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2018,6568032,3620 CESAR CHAVEZ ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2018,3548039,1801 MISSION ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2018,0297009,693 SUTTER ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2018,4102026,645 TEXAS ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,INC,,0,
